	P2_1_B
1632	"en todasla areas, por ejemplo que exista un acceso a la educación para todos. se da tambien por la falta de equidad de los profesionales del pais. tambien la diferencia en remuneraciones entre profesionales. equidad de genero, equidad en salud.
todas las areas necesitan crecer, cada area debe permi"
1633	"el pais esta en un desorden porque esta undido en un  sistema que el estado no es capaz de  solo desorden en general, falta de orden, control y gestión 
-entidad"
1634	se visualiza estallido social, como consecuencia de un modelo economico neoliberal, por ende se releva necesidad de un cambio de constitucion, que permita garantizar derechos fundamentales y basicos del pais.
1635	"1- la educación debe ser para todos
2- los sueldos bajos no aportan en el hogar"
1636	en este momento en chile hay una gran diferencia enre clases sociales y la distribución de la , recurso no es equitativo por lo tanto genera situaciones extremas
1637	Respecto al tema de la continuidad de las clases, si comenzaran las clases en marzo, si nuestro hijos van a poder ir a la universidad.
1638	las mujeres rurales de los módulos diguillín, punilla e itata participantes del programa mujeres rurales, señalan que se encuentran de acuerdo con las demandas de la ciudadanía, sin embargo sus necesidades y/o requerimientos se enfocan principalmente en las siguientes temáticas: 
1639	las mujeres están muy angustiadas, y con preocupación, ya que han visto a través de los medios de comunicación mucha violencia, que las sorprende, causando gran incertidumbre en ellas. 
1640	las mujeres rurales de itata costa participantes del programa mujeres rurales, señalan que se encuentran de acuerdo con las demandas de la ciudadanía, sin embargo sus necesidades y/o requerimientos se enfocan principalmente en las siguientes temáticas:
1641	"*tiempos de espera
*lista de espera de operaciones y examenes 
*funcionarios que trabajen largas jornadas
*medicamentos de mala calidad"
1642	necesidad de contar con un sistema que sea capaz de entregar una cobertura total y digna a las personas. no como en la actualidad, donde se vive con miedo a enfermarse por el costo de medicamentos y atención
1643	actualmente persiste la sensación de los cargos y/o procesos públicos no son basados en la meritocracia, sino más bien basados en los vínculos familiares, favores políticos y amistades existentes.
1644	"necesidad de un nuevo sistema de pensiones, el cual responda a las demandas sociales.
un nuevo sistemas más justo, más transparente."
1645	"se necesita cambiar programas educativos. 
infraestructura y accesibilidad para todos los niveles educativos (desde jardín infantil a educación superior)"
1646	"1° dotar a carabineros de mayor presupuesto y dar atribuciones para que ejerzan su autoridad.
2° mejorar los cursos de entrenamiento al personal y asegurar efectividad.
3° falta mejorar el control de alcohol y drogas en el país y sancionar con fuerza a los que infrinjan la ley."
1647	"pérdida de capacidad de conducción en los partidos políticos.
necesidad de mayor confianza en la institucionalidad y autoridades."
1648	Mas allá de eliminar o cambiar completamente el sistema de las AFP; realizar cambios en el funcionamiento, como poder hacer retiros en ciertas situaciones
1649	"porque son venenosas, indignas porque no alcanzan a cubrir las necesidades básicas del pensionado. 
hay una distancia inmensa entre el sueldo promedio y el costo de la vida .
los precios están demasiado inflados.  "
1650	"-que suban las pensiones
-que se hagan cargo de las perdidas y repartan las utilidades
-poder retirar lo ahorrado cuando se jubile"
1651	"listas de espera eternas y pocos insumos y pocas horas medicas.
la mala calidad de atencion en urgencia
numero de telefono de atencion no funciona, segun la fila"
1652	Necesidad de cambiar sistema de pensión, en lo particular con los multifondos y el pago de los afiliados por las pérdidas de las aseguradoras.
1653	"que exista salud para todos los chilenos gratis y de calidad que no sea un ""producto"" más.
 "
1654	"se observa que el gran problema es que se ha destruido el núcleo fundamental, que es la familia
se está dejando en otras manos a los niños"
1655	"falta de vocación de los médicos
que la salud deje de ser un negocio
inyectar recursos para los hospitales
redistribución de los recursos"
1656	"regular la educación 
regular la salud
se dice que existe más del 60% que  la firma para una nueva constitución "
1657	mala atención en la salud pública. debieran mejorar la atención, el tiempo de espera, los recursos que entregan, tener salud de calidad.
1658	ya que con el sueldo minimo no alcanza para curbrir el mes a las familias de bajos recursos 
1659	los adultos mayores tiene una situacion precaria e indigna en ki que respecta a las pensiones basicas las cuales hay que mejorar
1660	no es justo que una persona que trabajo toda su vida, empeore su condición al pensionarse
1661	"- las afp deben terminarse 
- volver al reparto
- lo que se recibe como pensión es insuficiente
- diferencia entre ffaa y cuicos "
1662	"que exista salud universal.
mayor acceso, escasez de especialistas en las regiones
salud dental gratuita y de calidad"
1663	cada sector, comuna o región y cada persona, familia o grupo que habite temporal o permanentemente tenga opinion y desicion vinculante en todo proyecto que afecte su calidad de vida, infraestructura o leyes
1664	Porque se debe cambiar el marco legal de país en atención a las necesidades del país
1665	"- crisis salud pública.
- necesidad inyectar recursos.
- sist. indigno que indigna.
que se acabe el sistema de isapres.
- saludo pública de calidad.
- personas eficientes - salud oportuna."
1666	"porque la vida se eleva en costos pero no el sueldo minimo
la jubilacion es miserable, las personas deben seguir trabajando jubilados. educacion gratuita"
1667	"-Se requiere salud de calidad sin listas de espera.
-Salud mental el presupuesto es bajísimo y existe mucha necesidad.
-Falta de camas para complementación psiquiátrica.
-Falta salud mental para los profesionales que trabajan en salud mental."
1668	es la base de la sociedad y debe ser la clave para poder crecer como país y desarrollarnos como personas una educación integral.
1669	"- incremento en pensiones 
- pensiones dignas 
- adultos mayores con necesidad de trabajar, sin disfrutar su vejez "
1670	"-estar sano. tener armonía que funsione en perfección los que ya existe.
- recursos sean mejor distribuidos
- más empatía hacia el paciente"
1671	"mejoras previsión social, que se ajuste a las expectativas de vida cuales de la poblacion chilena.
-tener acceso a las ganancias del año.
-tener la posibilidad de uno como beneficiario o accionista. de los fondos de previsiones, participar no tan solo de los periodos, si no tambien de las ganancia"
1672	"las personas y en especial los adultos mayores merecen salud de calidad
 acceso a atención de salud, trato más humano
 reducción de listas de espera, ma especialistas
  isapres no tienen control por el estado, no son fiscalizadas
 los planes son caros
"
1673	"por la desigualdad muy marcada que existe en el pais.
mejoramiento de salarios aumento de costo de la vida."
1674	concentración del poder en unos pocos y siempre los mismos los cuales se benefician entre ellos
1675	"pesimo sistema de atencion
falta de buenos profesionales
aun teniendo buen sistema de salud doctores no atienden
solo es lucro"
1676	"-sistema más equitativo
- mejores pensiones
- poder sacar dinero de las afp
-retenciones de afp
"
1677	no puede ser que una persona que trabajo toda su vida reciba menos que un sueldo mínimo.
1678	que sea igualitaria para todos, que no continue el proceso de postulación a los colegios, acceso para todos a educación universitaria, para tener mayores y mejores profesionales que organicen la sociedad
1679	"que no se haga diferencia por edad. todos tienen las mismas necesidades. 
no más afp.
que el gobierno se haga cargo de los ahorros previsionales"
1680	Mejorar la salud pública. Tener más especialistas. Dignificar la atención a las personas. Agilizar los trámites médicos. pago de licencias. salud mental.
1681	"sistema malo.
listas de espera largas.
remedios caros. falta de especialistas. sistema de urgencia lento con malos médicos."
1682	"como base principal de la sociedad, si existe educación, hay diálogo hay participación, hay cambios
desde la educación primaria en adelante es necesario fortalecer"
1683	Sienten que el sistema de pensiones actual no funciona y si en 40 años no ha funcionado tampoco va a funcionar a futuro.
1684	"que sea una opcion para cada persona
que la afp no sean administradas por privados
que se cree un nuevo sistema de pensiones"
1685	"nivelación de estudios en los colegios más vulnerables de las comunas periféricas.

el estado tiene que garantizar la educación de calidad e igualitaria, por que es un derecho universal del ser humano."
1686	"1) lista de espera y tiempo de espera
2) mas hospitales y mejorar infraestructura
3)falta de especialistas 
4) burocracia"
1687	"- alto costo de medicamentos y exámenes médicos.
-no acceso a salud física y salud mentas para adultos mayores.
- muchas listas de espera."
